ParameterName|ManagedAreaName|Year|CommonIdentifier|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Modified Braun Blanquet Score|Nature Coast|2002|Halophila engelmannii|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|22|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Padina gymnospora|2002-04-01T00:00:00Z|2002-04-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Penicillus capitatus|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|128|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Penicillus dumetosus|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|92|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Rhipocephalus phoenix|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|28|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Sargassum sp.|2002-08-01T00:00:00Z|2002-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Syringodium filiforme|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|148|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Thalassia testudinum|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|142|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2002|Udotea flabellum|2002-04-01T00:00:00Z|2002-08-01T00:00:00Z|90|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Acetabularia crenulata|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Anadyomene stellata|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Caulerpa ashmeadii|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Caulerpa cupressoides|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Caulerpa paspaloides|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Caulerpa prolifera|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|78|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Drift algae|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|24|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Halimeda incrassata|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|88|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Halodule wrightii|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|32|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Halophila engelmannii|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Penicillus capitatus|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|38|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Penicillus dumetosus|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|32|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Rhipocephalus phoenix|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Syringodium filiforme|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|64|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Thalassia testudinum|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|66|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Udotea flabellum|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|30|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2003|Unknown|2003-04-01T00:00:00Z|2003-04-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Acetabularia crenulata|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Anadyomene stellata|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Caulerpa ashmeadii|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Caulerpa cupressoides|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Caulerpa prolifera|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Digenea simplex|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Drift algae|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|30|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Halimeda incrassata|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|88|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Halodule wrightii|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|44|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Halophila engelmannii|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|10|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Penicillus capitatus|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|50|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Penicillus dumetosus|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|32|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Rhipocephalus phoenix|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|10|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Sargassum sp.|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Syringodium filiforme|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|54|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Thalassia testudinum|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|70|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2004|Udotea flabellum|2004-08-01T00:00:00Z|2004-08-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Acetabularia crenulata|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Anadyomene stellata|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Caulerpa ashmeadii|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|10|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Caulerpa cupressoides|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Caulerpa paspaloides|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Caulerpa prolifera|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|58|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Digenea simplex|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Drift algae|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|26|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Halimeda incrassata|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|60|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Halodule wrightii|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|32|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Halophila engelmannii|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Penicillus capitatus|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|44|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Penicillus dumetosus|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|16|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Rhipocephalus phoenix|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Ruppia maritima|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Sargassum sp.|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Syringodium filiforme|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|58|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Thalassia testudinum|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|78|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2005|Udotea flabellum|2005-08-01T00:00:00Z|2005-08-01T00:00:00Z|28|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Anadyomene stellata|2006-04-01T00:00:00Z|2006-04-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Caulerpa ashmeadii|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|24|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Caulerpa cupressoides|2006-08-01T00:00:00Z|2006-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Caulerpa paspaloides|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|16|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Caulerpa prolifera|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|102|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Digenea simplex|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Drift algae|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|92|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Halimeda incrassata|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|92|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Halodule wrightii|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|52|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Halophila engelmannii|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|12|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Penicillus capitatus|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|100|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Penicillus dumetosus|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|60|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Rhipocephalus phoenix|2006-08-01T00:00:00Z|2006-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Ruppia maritima|2006-08-01T00:00:00Z|2006-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Syringodium filiforme|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|138|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Thalassia testudinum|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|152|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2006|Udotea flabellum|2006-04-01T00:00:00Z|2006-08-01T00:00:00Z|38|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Acetabularia crenulata|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Anadyomene stellata|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Caulerpa ashmeadii|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Caulerpa cupressoides|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Caulerpa prolifera|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|36|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Cliona caribbaea|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Digenea simplex|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Drift algae|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Halimeda incrassata|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|52|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Halodule wrightii|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Halophila engelmannii|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Penicillus capitatus|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|48|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Penicillus dumetosus|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|52|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Rhipocephalus phoenix|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|10|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Syringodium filiforme|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|84|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Thalassia testudinum|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|76|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2007|Udotea flabellum|2007-08-01T00:00:00Z|2007-08-01T00:00:00Z|36|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Acetabularia crenulata|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Caulerpa ashmeadii|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Caulerpa mexicana|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Caulerpa paspaloides|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|12|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Caulerpa prolifera|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|20|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Cliona caribbaea|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Digenea simplex|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Drift algae|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Halimeda incrassata|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|44|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Halodule wrightii|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|24|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Halophila engelmannii|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Penicillus capitatus|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|18|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Penicillus dumetosus|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|58|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Sargassum sp.|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Syringodium filiforme|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|60|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Thalassia testudinum|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|62|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2008|Udotea flabellum|2008-08-01T00:00:00Z|2008-08-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Acetabularia crenulata|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Caulerpa ashmeadii|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Caulerpa cupressoides|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Caulerpa paspaloides|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Caulerpa prolifera|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|64|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Digenea simplex|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Drift algae|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Halimeda incrassata|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|68|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Halodule wrightii|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|12|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Penicillus capitatus|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|44|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Penicillus dumetosus|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|44|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Sargassum sp.|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Syringodium filiforme|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|60|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Thalassia testudinum|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|70|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2009|Udotea flabellum|2009-07-01T00:00:00Z|2009-07-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Acetabularia crenulata|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Anadyomene stellata|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Caulerpa ashmeadii|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|24|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Caulerpa prolifera|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|60|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Cliona caribbaea|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Digenea simplex|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Drift algae|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|10|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Halimeda incrassata|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|92|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Halodule wrightii|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|28|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|No grass In Quadrat|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Penicillus capitatus|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|52|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Penicillus dumetosus|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|28|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Sargassum sp.|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Syringodium filiforme|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|64|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Thalassia testudinum|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|72|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2010|Udotea flabellum|2010-08-01T00:00:00Z|2010-08-01T00:00:00Z|12|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Acetabularia crenulata|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Caulerpa ashmeadii|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Caulerpa cupressoides|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Caulerpa prolifera|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|46|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Drift algae|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|22|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Halimeda incrassata|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|96|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Halodule wrightii|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|16|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Halophila engelmannii|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|6|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Penicillus capitatus|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|42|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Penicillus dumetosus|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|48|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Rhipocephalus phoenix|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Syringodium filiforme|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|66|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Thalassia testudinum|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|74|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2011|Udotea flabellum|2011-06-01T00:00:00Z|2011-06-01T00:00:00Z|18|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Acetabularia crenulata|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Caulerpa cupressoides|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|12|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Caulerpa paspaloides|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Caulerpa prolifera|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|22|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Cliona caribbaea|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Digenea simplex|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Drift algae|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|14|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Halimeda incrassata|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|84|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Halodule wrightii|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Halophila engelmannii|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|8|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Penicillus capitatus|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|42|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Penicillus dumetosus|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|54|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Rhipocephalus phoenix|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Syringodium filiforme|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|50|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Thalassia testudinum|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|70|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2012|Udotea flabellum|2012-07-01T00:00:00Z|2012-07-01T00:00:00Z|18|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2013|Acetabularia crenulata|2013-07-01T00:00:00Z|2013-07-01T00:00:00Z|18|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2013|Caulerpa ashmeadii|2013-07-01T00:00:00Z|2013-07-01T00:00:00Z|2|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2013|Caulerpa cupressoides|2013-07-01T00:00:00Z|2013-07-01T00:00:00Z|4|0|0|0|0|0|560
Modified Braun Blanquet Score|Nature Coast|2013|Caulerpa paspaloides|2013-07-01T00:00:00Z|2013-07-01T00:00:00Z|8|0|0|0|0|0|560
