ManagedAreaName|Year|N|Min|Max|Median|Mean|StandardDeviation|ProgramIDs
Alligator Harbor Aquatic Preserve|2020|88|5.12|10.11|7.33|7.39090909090909|1.01271529439552|469, 5002
Alligator Harbor Aquatic Preserve|2021|92|5.26|9.66|7.31|7.31739130434783|1.20773138484745|469, 5002
Alligator Harbor Aquatic Preserve|2022|15|8.05|9.07|8.52|8.53066666666667|0.30108059354519|469, 5002
Apalachicola Bay Aquatic Preserve|1992|4|4.4|9.5|7.25|7.1|2.1556128285633|115, 5002
Apalachicola Bay Aquatic Preserve|1993|2|6.7|6.8|6.75|6.75|0.0707106781186545|115
Apalachicola Bay Aquatic Preserve|1994|8|6.2|7.7|6.65|6.7875|0.556616051305951|115, 119
Apalachicola Bay Aquatic Preserve|1995|690|4.8|11.7|8.8|8.72869565217391|1.37550192769823|95, 5002
Apalachicola Bay Aquatic Preserve|1996|1326|2.1|11.9|8.1|7.99291101055807|1.84347362099928|95, 5002
Apalachicola Bay Aquatic Preserve|1997|610|4.4|11.9|8|8.16606557377049|1.75019002363907|5002
Apalachicola Bay Aquatic Preserve|1998|1233|1.9|12.6|8.1|8.13244120032441|1.70493514748577|69, 5002
Apalachicola Bay Aquatic Preserve|1999|963|4.5|13|8.2|8.34299065420561|1.48336590721018|69, 95, 5002
Apalachicola Bay Aquatic Preserve|2000|855|4.2|13.7|8.4|8.50856140350877|1.63090387810953|69, 95, 129, 5002
Apalachicola Bay Aquatic Preserve|2001|1717|1|15.4|8|8.13259755387304|1.79726894195451|69, 95, 129, 5002
Apalachicola Bay Aquatic Preserve|2002|1453|1.9|14.3|7.9|8.02098417068135|1.77873172940055|69, 115, 129, 5002
Apalachicola Bay Aquatic Preserve|2003|1492|2|13.9|7.8|7.85426943699732|2.05691559045783|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2004|1090|2.7|15.4|8.3|8.36716513761468|1.95096631193331|69, 95, 103, 115, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2005|1244|1.5|16.5|7.9|8.05549035369775|2.04247215863834|69, 95, 118, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2006|1021|2.5|16.7|7.83|7.92351616062684|1.82891483870589|69, 118, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2007|1320|1.6|13.4|6.87|7.00109090909091|2.15800504374599|69, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2008|1386|1.41|16.8|7.1|7.1150937950938|1.98077774132037|69, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2009|1707|0.1|16.7|8|7.85145284124195|2.03207232521591|69, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2010|1460|1.5|14.8|7.4|7.81117123287671|2.37560657052561|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2011|1246|1|15.8|7.7|7.63535313001605|2.021198855867|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2012|1512|0.5|15.97|6.78|6.85013227513228|2.07943553239459|69, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2013|1421|1.3|18.2|7.9|7.88358902181562|2.16185680754533|69, 95, 355, 5002
Apalachicola Bay Aquatic Preserve|2014|1745|0.8|12.7|7|6.98845845272206|2.22073164874904|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2015|1609|2.4|18.2|7.48|7.61426973275326|1.9539460276426|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2016|1555|1.3|17.9|7.4|7.71488102893891|1.77465755265874|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2017|1698|2.43|13.3|7.6|7.57861012956419|1.60331317981446|69, 95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2018|249|1.3|12.06|8|8.10329317269076|1.89805343792511|95, 129, 355, 5002
Apalachicola Bay Aquatic Preserve|2019|217|5.33|13|7.87|8.09654377880184|1.35707492463895|129, 355, 557, 5002
Apalachicola Bay Aquatic Preserve|2020|58|5.86|10.03|8.26|8.21034482758621|1.13034533694896|129, 5002
Apalachicola Bay Aquatic Preserve|2021|8|4.9|9.31|7.115|6.89|1.63803017589508|5002
Apalachicola Bay Aquatic Preserve|2022|1|12.9|12.9|12.9|12.9||5002
Apalachicola National Estuarine Research Reserve|1992|6|4.4|9.5|7.25|7.15|1.70733710789639|115, 5002
Apalachicola National Estuarine Research Reserve|1993|2|6.7|6.8|6.75|6.75|0.0707106781186545|115
Apalachicola National Estuarine Research Reserve|1994|8|6.2|7.7|6.65|6.7875|0.556616051305951|115, 119
Apalachicola National Estuarine Research Reserve|1995|1113|2.6|11.8|8.8|8.74070080862534|1.40005339484807|95, 5002
Apalachicola National Estuarine Research Reserve|1996|1780|2.1|11.9|8.2|8.09230337078652|1.76864269884176|95, 5002
Apalachicola National Estuarine Research Reserve|1997|870|4.4|11.9|7.9|8.09965517241379|1.73491522446428|5002
Apalachicola National Estuarine Research Reserve|1998|1899|1.9|12.6|8.1|8.13412322274882|1.67633199089926|69, 5002
Apalachicola National Estuarine Research Reserve|1999|1287|4.5|13|8.3|8.35337995337995|1.48980537656208|69, 95, 5002
Apalachicola National Estuarine Research Reserve|2000|1235|4.2|13.7|8.5|8.5287044534413|1.57623289892116|69, 95, 115, 118, 129, 5002
Apalachicola National Estuarine Research Reserve|2001|2483|1|15.4|7.96|8.08615384615385|1.79002822188516|69, 95, 115, 118, 129, 5002
Apalachicola National Estuarine Research Reserve|2002|2160|1.9|14.3|7.9|7.98875462962963|1.74558350263871|69, 115, 129, 5002
Apalachicola National Estuarine Research Reserve|2003|2210|2|13.9|7.78|7.79476470588235|1.99739111504901|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2004|1634|2.7|15.4|8.3|8.33623623011016|1.8668772949894|69, 95, 103, 115, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2005|1926|0.2|16.5|7.9|7.95780373831776|1.95225740928564|69, 95, 118, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2006|1688|2.1|16.7|7.9|7.88774881516588|1.74464584372708|69, 118, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2007|2366|1.6|13.4|7.175|7.15923076923077|2.00453380407271|69, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2008|2313|1.2|16.8|7.2|7.28011240812797|1.99237202039071|69, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2009|2747|0.1|16.7|8|7.8066654532217|2.03410384729965|69, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2010|2203|1.2|16.1|7.55|7.86725374489333|2.41048463750091|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2011|1904|1|15.8|7.8|7.73219537815126|1.91024673187157|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2012|2234|0.5|15.97|7|7.01442256042972|1.98345296687069|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2013|2181|1.3|18.2|7.9|7.90164144887666|2.27585420233397|69, 95, 355, 5002
Apalachicola National Estuarine Research Reserve|2014|2534|0.8|12.7|7|7.05243883188635|2.06132467767069|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2015|2290|2.4|18.2|7.3|7.4876768558952|1.89872172411211|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2016|2338|1.3|17.9|7.6|7.80245936698033|1.82821692708896|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2017|2475|2.43|13.3|7.46|7.48223838383838|1.61305428885229|69, 95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2018|342|0.15|12.06|7.8|7.90438596491228|2.04025918445275|95, 129, 355, 5002
Apalachicola National Estuarine Research Reserve|2019|302|4.83|13|7.6|7.88788079470199|1.39559611539455|129, 355, 557, 5002
Apalachicola National Estuarine Research Reserve|2020|76|2.16|10.03|7.795|7.68355263157895|1.53785626025093|129, 5002
Apalachicola National Estuarine Research Reserve|2021|27|4.07|10.46|7.6|7.39259259259259|1.82250586702146|5002
Apalachicola National Estuarine Research Reserve|2022|7|3.32|12.9|8.21|7.95714285714286|3.14752661776256|5002
Banana River Aquatic Preserve|1990|69|1.7|13.1|6.2|6.31449275362319|2.05270806513786|69
Banana River Aquatic Preserve|1991|153|2.7|11.2|6.6|6.60326797385621|1.50417919130657|69, 3001, 5002
Banana River Aquatic Preserve|1992|419|1.1|10.6|6.5|6.2090692124105|2.00857345232381|69, 3001, 5002
Banana River Aquatic Preserve|1993|411|1.1|11.1|6.7|6.52335766423358|1.86566915114132|69, 3001, 5002
Banana River Aquatic Preserve|1994|381|0.6|11.6|6.5|6.39028871391076|1.98188776850538|69, 3001, 5002
Banana River Aquatic Preserve|1995|306|1|12.2|6.8|6.69052287581699|1.79531495601141|69, 115, 3001, 5002
Banana River Aquatic Preserve|1996|3954|0.5|13.7|7.1|7.20687910976227|1.88516200699485|69, 3001, 5002
Banana River Aquatic Preserve|1997|1043|1|12.6|7.5|7.38919463087248|1.90586712157881|69, 3001, 5002
Banana River Aquatic Preserve|1998|752|1.9|13.6|6.6|6.7942420212766|1.72359832009784|69, 3001, 5002
Banana River Aquatic Preserve|1999|1089|1|12|7.2|7.08267217630854|1.51451316070221|69, 3001, 5002
Banana River Aquatic Preserve|2000|841|0.6|12|6.8|6.50954815695601|1.88689731100065|69, 3001, 5002
Banana River Aquatic Preserve|2001|952|0.8|10.8|5.8|5.77068277310924|1.81888106953362|69, 3001, 5002
Banana River Aquatic Preserve|2002|1187|1.3|11.8|6.3|6.29005897219882|1.71043018362209|69, 3001, 5002
Banana River Aquatic Preserve|2003|978|1.5|11.6|5.9|5.96368098159509|1.84545771408593|69, 3001, 3013, 5002
Banana River Aquatic Preserve|2004|673|1.2|11.8|6.4|6.31955423476969|1.93919713162004|69, 3001, 3013, 5002
Banana River Aquatic Preserve|2005|974|1|13.3|5.8|6.03405544147844|1.9247458905188|69, 118, 3001, 3013, 5002
Banana River Aquatic Preserve|2006|721|1|13.7|6.63|6.64933425797504|1.87551588475005|69, 95, 118, 3001, 3013, 5002
Banana River Aquatic Preserve|2007|992|1.4|23.91|6|6.14529233870968|2.28859822858639|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2008|775|1.8|12.1|5.5|5.79082580645161|2.09033387275611|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2009|857|2|12.1|5.35|5.75249708284714|2.16065298634148|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2010|570|2.4|15.2|6.7|6.91994736842105|1.83242715453102|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2011|477|2.2|11|6.1|6.29744234800839|1.78798374759064|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2012|388|2.3|12.26|5.4|5.7059793814433|1.99690815782505|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2013|435|2|16.73|6.59|6.49795402298851|1.66019520192064|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2014|497|0|14.3|6.2|5.42277665995976|3.29938061397981|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2015|494|0.13|15|6.5|5.85032388663968|3.76082166699101|69, 95, 3001, 3013, 5002
Banana River Aquatic Preserve|2016|482|0.34|16.59|6.56|6.32186721991701|3.66982971600795|69, 95, 540, 3001, 3013, 5002
Banana River Aquatic Preserve|2017|413|0.45|13.9|7.12|6.47384987893463|3.19031102156234|69, 95, 540, 3001, 3013, 5002
Banana River Aquatic Preserve|2018|154|0.3|13.8|6.2|6.27438961038961|3.00059925455355|95, 540, 3001, 3013
Banana River Aquatic Preserve|2019|127|0.3|10.31|5.5|5.29763779527559|2.03035044933913|540, 3001, 3013
Banana River Aquatic Preserve|2020|247|0.12|16|6.25|6.26927125506073|2.33383318004961|540, 3001, 3013, 5002
Banana River Aquatic Preserve|2021|68|4.38|13.1|7.005|7.19735294117647|1.73903955105698|5002
Big Bend Seagrasses Aquatic Preserve|1982|1|5.6|5.6|5.6|5.6||60
Big Bend Seagrasses Aquatic Preserve|1985|5|5.7|7.2|6.2|6.38|0.580517010948|60, 95
Big Bend Seagrasses Aquatic Preserve|1986|3|5.2|5.6|5.6|5.46666666666667|0.23094010767585|60
Big Bend Seagrasses Aquatic Preserve|1987|1|6.5|6.5|6.5|6.5||60
Big Bend Seagrasses Aquatic Preserve|1989|5|4.8|8.5|6.9|6.5|1.57638827704344|5002
Big Bend Seagrasses Aquatic Preserve|1990|9|4.5|10.1|5.8|6.16666666666667|1.6844880527923|60, 5002
Big Bend Seagrasses Aquatic Preserve|1991|15|3.7|7.2|5.9|5.42|1.14342842864281|115, 5002
Big Bend Seagrasses Aquatic Preserve|1992|18|3.4|8.6|6.2|6.16111111111111|1.43409692382632|60, 115, 5002
Big Bend Seagrasses Aquatic Preserve|1993|14|4.8|11.6|6.55|6.77857142857143|1.62441874642478|60, 115, 5002
Big Bend Seagrasses Aquatic Preserve|1994|12|5.1|8.1|6.65|6.61666666666667|0.949481517205654|60, 115, 5002
Big Bend Seagrasses Aquatic Preserve|1995|3119|3|13.6|8.2|8.09387624238538|2.12748236597174|60, 5002
Big Bend Seagrasses Aquatic Preserve|1996|4421|2|13.5|7.9|8.05308753675639|1.87709040968635|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|1997|4324|2.3|13.1|6.8|7.05404717853839|1.9628211681975|60, 69, 5002
Big Bend Seagrasses Aquatic Preserve|1998|3631|2.7|14|7.2|7.30132194987607|1.620301102399|69, 5002
Big Bend Seagrasses Aquatic Preserve|1999|3584|1|13.6|7|7.02553013392857|1.80745301626716|69, 5002
Big Bend Seagrasses Aquatic Preserve|2000|3118|0.8|13.4|6.3|6.52659397049391|1.63836209632288|60, 69, 115, 118, 5002
Big Bend Seagrasses Aquatic Preserve|2001|3820|0.4|14.4|6.3|6.38022251308901|1.71507739520809|60, 69, 5002
Big Bend Seagrasses Aquatic Preserve|2002|3368|0.88|14.9|7.3|7.30657066508314|1.84463742409401|69, 95, 115, 5002
Big Bend Seagrasses Aquatic Preserve|2003|3934|1.13|18.6|7.1|7.30692933401118|1.91319444093286|69, 95, 103, 5002
Big Bend Seagrasses Aquatic Preserve|2004|3886|0.58|14.3|6.7|6.74864642305713|1.89347337203381|60, 69, 95, 103, 115, 5002
Big Bend Seagrasses Aquatic Preserve|2005|3691|1.7|14.1|6.8|6.98207802763479|1.731172821866|69, 95, 118, 5002
Big Bend Seagrasses Aquatic Preserve|2006|3909|0|14.4|6.5|6.64674852903556|1.56930090030956|69, 95, 118, 5002
Big Bend Seagrasses Aquatic Preserve|2007|4190|1.5|20.4|6.2|6.46636992840096|1.62798060829109|69, 5002
Big Bend Seagrasses Aquatic Preserve|2008|4771|1.4|14.7|6.6|6.5495346887445|1.55956109553096|60, 69, 5002
Big Bend Seagrasses Aquatic Preserve|2009|4008|1.49|15.09|6.6|6.8750748502994|1.64283954824231|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2010|3941|0.91|15.9|7.3|7.55098198426795|2.10699855688391|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2011|3714|0.51|18.5|6.9|7.05888529886914|2.08629075134513|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2012|3825|0|15.4|6.1|6.41117908496732|2.00774200945985|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2013|4238|1.54|16.3|6.7|6.84647239263804|1.86293165856198|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2014|4329|0.375|15.6|6.9|7.13435781935782|1.81305103898061|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2015|3916|0.95|17|6.8|6.98041368743616|1.7390582241489|60, 69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2016|4652|1.3|14.6|6.9|6.90272785898538|1.67258214851542|69, 95, 5002
Big Bend Seagrasses Aquatic Preserve|2017|4885|0.9|15.6|7|6.91132650972364|1.8269245741729|69, 95, 540, 5002
Big Bend Seagrasses Aquatic Preserve|2018|688|1.31|14.1|7.4|7.5803488372093|1.86866543395152|95, 540, 5002
Big Bend Seagrasses Aquatic Preserve|2019|188|3.81|11.62|7.02|6.94026595744681|1.31724409827863|540, 5002
Big Bend Seagrasses Aquatic Preserve|2020|133|0.3|9.75|6.72|6.40157894736842|1.90081555148456|477, 5002
Big Bend Seagrasses Aquatic Preserve|2021|144|0.84|9.56|6.88|6.55730430555556|1.61520795625275|477, 540, 5002, 5008
Big Bend Seagrasses Aquatic Preserve|2022|1|9.19|9.19|9.19|9.19||5008
Biscayne Bay Aquatic Preserve|1970|224|3.2|8.9|6.2|6.23214285714286|0.934847464665174|103
Biscayne Bay Aquatic Preserve|1971|102|5|9.2|6.6|6.91764705882353|1.08631557917832|103
Biscayne Bay Aquatic Preserve|1981|13|4.6|7|5.9|5.9|0.824621125123532|103
Biscayne Bay Aquatic Preserve|1982|10|4.9|9.8|7.6|7.64|1.93057274173006|103
Biscayne Bay Aquatic Preserve|1983|1|7|7|7|7||103
Biscayne Bay Aquatic Preserve|1993|31|1.9|8.3|5.2|5.1741935483871|1.42383700891534|103, 509
Biscayne Bay Aquatic Preserve|1994|29|4|7.9|6.2|6.0448275862069|0.942862740690951|103, 509
Biscayne Bay Aquatic Preserve|1995|24|5.5|8.4|6.65|6.52916666666667|0.711690679430612|509
Biscayne Bay Aquatic Preserve|1996|87|4.3|7.8|6.1|6.19655172413793|0.644376077512386|509
Biscayne Bay Aquatic Preserve|1997|132|4.4|10.5|6.2|6.22348484848485|1.09173577378809|509
Biscayne Bay Aquatic Preserve|1998|121|4.6|8.2|6.6|6.44380165289256|0.799467798182377|509
Biscayne Bay Aquatic Preserve|1999|132|4.3|11.5|6.5|6.48787878787879|1.04866547712099|509
Biscayne Bay Aquatic Preserve|2000|132|4.6|9|6.6|6.52878787878788|0.757207636677546|509
Biscayne Bay Aquatic Preserve|2001|133|1.49|9.9|6.1|6.0812030075188|1.12488587811332|509, 5002
Biscayne Bay Aquatic Preserve|2002|132|4.18|9.96|6.24|6.32613636363636|1.05970588439231|509
Biscayne Bay Aquatic Preserve|2003|585|1.16|10|5.39|5.16721367521368|1.33732991383682|103, 509, 5002
Biscayne Bay Aquatic Preserve|2004|134|4.28|8.3|5.805|5.81992537313433|0.80157598176301|103, 115, 509
Biscayne Bay Aquatic Preserve|2005|168|0.15|8.63|6.48|6.06142857142857|1.5626935466098|509, 5002
Biscayne Bay Aquatic Preserve|2006|184|1.06|9.51|6.7|6.66972826086957|1.44222825174309|118, 509, 4049, 5002
Biscayne Bay Aquatic Preserve|2007|196|0.72|10.02|6.4|6.10790816326531|1.44588441987087|509, 4049, 5002
Biscayne Bay Aquatic Preserve|2008|117|1.64|8.26|6.33|6.13982905982906|1.39502872477285|509, 5002
Biscayne Bay Aquatic Preserve|2009|111|1.1|8.64|4.27|4.59135135135135|1.82791858108241|5002
Biscayne Bay Aquatic Preserve|2010|111|0.6|8.64|4.48|4.51927927927928|1.95641588426467|5002
Biscayne Bay Aquatic Preserve|2011|75|0.75|7.92|6.41|5.63213333333333|1.93991243417126|5002
Biscayne Bay Aquatic Preserve|2012|26|0.76|7.4|5.625|5.23384615384615|1.71029839951531|5002
Biscayne Bay Aquatic Preserve|2013|31|2.24|8.1|6.03|5.78225806451613|1.74923547047926|5002
Biscayne Bay Aquatic Preserve|2014|28|1.66|8.38|5.305|5.16571428571429|1.57181053558893|5002
Biscayne Bay Aquatic Preserve|2015|60|0.91|7.8|5.04|4.928|1.5479453851006|4057, 5002
Biscayne Bay Aquatic Preserve|2016|334|0.45|100.2|5.18|12.9760479041916|23.6808035168764|4057, 4058, 5002
Biscayne Bay Aquatic Preserve|2017|488|0.3|21.89|5.385|5.27324795081967|1.9308312181582|4057, 4058, 5002
Biscayne Bay Aquatic Preserve|2018|479|1.9|8.22|5.24|5.21923799582464|0.938370063372458|4057, 4058
Biscayne Bay Aquatic Preserve|2019|159|1.77|9.58|6.49|6.48150943396226|1.28997899535409|4057, 5026
Biscayne Bay Aquatic Preserve|2020|715|0.18|11.04|6.39|6.15155244755245|1.65415383125497|5002, 5026
Biscayne Bay Aquatic Preserve|2021|149|1.82|10.9|6.97|6.86677852348993|1.66705772061437|5002, 5026
Boca Ciega Bay Aquatic Preserve|1974|2|5.98|6.21|6.095|6.095|0.162634559672906|95
Boca Ciega Bay Aquatic Preserve|1985|1|5.6|5.6|5.6|5.6||95
Boca Ciega Bay Aquatic Preserve|1989|72|5.3|11.1|8.1|7.99305555555556|1.35556509591553|69
Boca Ciega Bay Aquatic Preserve|1990|70|3.4|8.4|6.9|6.54142857142857|1.23364581123499|69
Boca Ciega Bay Aquatic Preserve|1991|120|4|11.7|7|7.16333333333333|1.41581305638995|69
Boca Ciega Bay Aquatic Preserve|1992|106|4.2|12.2|7.6|7.62264150943396|1.33340116628888|69
Boca Ciega Bay Aquatic Preserve|1993|115|3.7|11.9|7.3|6.83913043478261|1.50156033769869|69
Boca Ciega Bay Aquatic Preserve|1994|115|1.7|10.7|6.4|6.20521739130435|1.52596495086677|69
Boca Ciega Bay Aquatic Preserve|1995|525|2.8|14.1|7.5|7.62598095238095|1.72669820148913|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|1996|716|0.58|13.8|6.1|6.02752793296089|2.04442059240735|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|1997|983|0.23|96.3|6.3|6.03371312309257|3.64131281398173|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|1998|613|1.4|13.6|6.9|7.05200652528548|1.54573386761753|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|1999|996|1.49|15.14|6.4|6.50498995983936|1.72458629512887|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2000|613|1.8|18.8|6.8|6.71543230016313|1.4124134599208|69, 115, 118, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2001|701|0.87|12.6|6.6|6.70844507845934|1.58080513172222|69, 95, 115, 118, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2002|776|0.6|16.25|6.5|6.55478092822165|1.54583125586265|69, 115, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2003|681|1.7|16.1|7|7.21723935389134|1.68382207474251|69, 103, 115, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2004|564|0.08|12.4|7.1|6.96946808510638|1.60159769277267|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2005|489|0|15.6|6.9|6.84243353783231|2.13874302563272|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2006|585|0.31|14.3|6.51|6.58902564102564|1.97980996762393|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2007|728|1.1|15.3|6.315|6.38763736263736|1.89986075514654|69, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2008|664|1.61|13.9|6.7|6.81894578313253|1.816301108438|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2009|799|1.9|14.1|5.9|6.30352941176471|1.90970035540713|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2010|788|1.1|16.5|6.85|7.12432741116751|2.42520436098459|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2011|811|1.3|18.2|6.31|6.42274969173859|1.87799438861999|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2012|587|1.9|14.2|6.6|6.89553662691653|1.87658433903356|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2013|623|0.1|12.7|6.62|6.73428571428571|1.70038574077538|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2014|552|0|11.8|7.1|6.90275362318841|1.82916214319148|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2015|569|0|12.9|7.1|7.03405975395431|1.65859377586092|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2016|879|1.6|17.24|7.1|7.09751990898749|2.02264480812118|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2017|595|1.2|19.52|7.1|7.30526050420168|1.8461971263464|69, 95, 4067, 5002
Boca Ciega Bay Aquatic Preserve|2018|28|3.6|9.41|7.335|7.09321428571429|1.20630152109179|95, 4067
Boca Ciega Bay Aquatic Preserve|2020|110|2.16|11.39|6.395|6.38463636363636|1.58402152083931|5002
Boca Ciega Bay Aquatic Preserve|2021|112|2.51|10.05|6.09|6.09455357142857|1.34575333964226|5002
Cape Haze Aquatic Preserve|1989|22|3.8|13.7|8.25|8.11818181818182|1.8737882087051|69
Cape Haze Aquatic Preserve|1990|24|6.9|13.2|7.85|8.6625|2.15180662215043|69
Cape Haze Aquatic Preserve|1991|42|3.4|10.6|7.25|7.15|2.0352083850878|69
Cape Haze Aquatic Preserve|1992|41|2.6|12.9|7|7.25853658536585|1.99837128804385|69
Cape Haze Aquatic Preserve|1993|42|0.4|9.3|6.7|6.30238095238095|2.49619105890458|69
Cape Haze Aquatic Preserve|1994|28|5.7|11|8.2|8.15357142857143|1.59709971924971|69
Cape Haze Aquatic Preserve|1995|133|2|12.5|7.1|7.12857142857143|1.50048332761488|69, 5002
