ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Nassau River-St. Johns River Marshes Aquatic Preserve|1986-09-19|2021-03-10|376|0.57|39.89|32.4|30.6111968085106|6.00228853275952|0.0344|0.0879166666666669|67.2306249999999|0.0512|0
Nature Coast Aquatic Preserve|1986-09-08|2020-11-04|1177|3.9|36.7|23.01|22.6442141036534|6.07020956236203|0.118|0.176153846153846|-312.094285714286|0|1
Pellicer Creek Aquatic Preserve|2004-04-26|2022-01-12|80|0.05|33.8|11.46|11.633625|10.5703822241168|-0.191|-0.661916666666667|993.665612745098|0.0337|-1
Pine Island Sound Aquatic Preserve|1995-01-11|2021-11-01|2383|3.5|56.2|32.82|32.252916491817|3.86977190613787|0.0468|0.0333333333333338|-28.7186538461536|0.0012|1
Pinellas County Aquatic Preserve|1992-08-11|2021-12-16|13204|0|48930|28.36|30.4277360648296|425.640375423178|-0.0599|-0.0300000000000011|300.825333333333|0.0059|-1
Rocky Bayou State Park Aquatic Preserve|1994-06-08|2018-10-04|259|5.31|33.22|27.28|26.1341312741313|4.83544811241074|-0.1155|-0.161666666666667|420.750833333333|0.0045|-1
Rookery Bay Aquatic Preserve|1989-04-11|2021-09-27|1670|5.8|43.8|34.4|33.4267065868264|4.31858943072815|0.0569|0.0571428571428569|-88.3830147058809|0.0012|1
Rookery Bay National Estuarine Research Reserve|1989-04-11|2021-09-27|6479|0|43.9|32.4|30.3254746102794|7.52761393485779|-0.0535|-0.0562500000000004|128.357692307693|0|-1
St. Andrews State Park Aquatic Preserve|1983-06-05|2021-02-22|100|18.4|35.88|29.7|29.5357|3.68354579258364|-0.2227|-0.690833333333333|845.028080357143|0.0002|-1
St. Joseph Bay Aquatic Preserve|1991-07-25|2020-06-19|1997|18.25|40.8|32.5|32.508743114672|2.48533955386481|-0.089|-0.0666666666666667|149.543020833333|0|-1
St. Martins Marsh Aquatic Preserve|1991-07-09|2021-01-04|2871|4.61|35.7|18.3|18.5105747126437|4.84864389790428|0.1792|0.199999999999999|-333.083333333333|0|1
Terra Ceia Aquatic Preserve|1993-09-21|2021-11-17|3248|0.21|40.9|30|29.8031403940887|3.65203134061532|0.0943|0.103333333333333|16.9409090909091|0|1
Tomoka Marsh Aquatic Preserve|1998-10-13|2021-07-13|189|0.18|39.66|16.38|15.8118518518519|10.5412742608171|0.1522|0.48|-722.116666666667|0.0017|1
Yellow River Marsh Aquatic Preserve|1995-04-18|2020-12-08|397|0.01|31.2|17.1|16.2337783375315|7.734296069334|0.0917|0.208712121212121|22.8|0.0007|1
