ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Lemon Bay Aquatic Preserve|1995-04-04|2022-01-03|1069|0|5.2|1.2|1.21651075771749|0.560067783757368|0.1828|0.0307692307692308|-61.3963636363636|0|1
Loxahatchee River-Lake Worth Creek Aquatic Preserve|1994-03-21|2021-12-13|3383|0.09|4.08436967|1.2|1.25406167676618|0.462877122462824|0.03|0|1.209607415|0.0005|-1
Matlacha Pass Aquatic Preserve|1994-09-26|2022-01-03|3831|0.1|3.4|0.8|0.996799791177238|0.538273607579031|0.0462|0|0.85|0|-1
Mosquito Lagoon Aquatic Preserve|2006-07-13|2021-10-25|264|0|1.5|0.7|0.743636363636364|0.297369385909949|0.1948|0.0111111111111111|-7.16788461538461|0|1
Nassau River-St. Johns River Marshes Aquatic Preserve|1982-04-19|2021-03-10|8299|0.1|3|0.6|0.716959874683697|0.342920155817121|-0.0124|0|0.7|0.102|0
Nature Coast Aquatic Preserve|1986-09-08|2021-06-24|1319|0.3|21.02|1.76|1.82568792266869|1.15019289235636|0.0809|0.0381818181818182|-92.6466523076921|0|1
North Fork St. Lucie Aquatic Preserve|1996-07-29|2021-12-08|1256|0.1|2.1|0.8|0.787858280254777|0.277506453424671|-0.0848|0|6.38611111111111|0.0002|-1
Pine Island Sound Aquatic Preserve|1994-10-10|2022-01-03|12312|0.1|3.8|1|1.18301868639295|0.592148033079002|0.0159|0|0.9|0.0027|-1
Pinellas County Aquatic Preserve|1994-12-06|2021-12-16|17517|0.08|10|1|1.14997442641948|0.683923987929906|0.0618|0.00555555555555556|-11.6517647058823|0|1
Rocky Bayou State Park Aquatic Preserve|1995-10-25|2021-10-14|408|0.7|32.91880029|2.4384|2.54219733367647|1.74314840734477|-0.1321|-0.0254|39.970248748889|0.0003|-1
Rookery Bay Aquatic Preserve|1998-07-01|2021-11-16|319|0.2|3.65764448|1.2|1.23453868203762|0.505084061660459|-0.0947|-0.011441112|25.391796243052|0.0339|-1
Rookery Bay National Estuarine Research Reserve|1998-07-01|2021-11-17|452|0.2|3.65764448|1.15825408|1.19934848079646|0.530254573993142|-0.0383|-0.00184757923076923|1.259607415|0.2254|0
Southeast Florida Coral Reef Ecosystem Conservation Area|1997-06-23|2021-06-11|4901|0.2|39|5|6.30793715568251|4.13461757589586|0.1193|0.3|-653.45507518797|0|1
St. Andrews State Park Aquatic Preserve|1991-02-10|2021-10-08|1048|0.3|24|2.4|3.1296762845229|2.21980134011335|-0.1656|-0.08|139.40686728|0|-1
St. Joseph Bay Aquatic Preserve|2001-05-14|2021-10-21|872|0.09144111|11|1.67642|1.90271022969037|1.24395537830561|-0.0228|-0.00831259272727272|1.9050221425|0.1118|0
St. Martins Marsh Aquatic Preserve|2000-09-06|2021-02-02|387|0.2|2.6|0.9|0.941523145891473|0.418968750350362|0.0081|0|0.523757492142845|0.8604|0
Terra Ceia Aquatic Preserve|1995-03-13|2021-06-23|6617|0.1|5.5|0.8|1.02421036723591|0.699027816345177|0.1281|0.0142857142857143|-28.8818681318681|0|1
