AreaID|ManagedAreaName|ParameterName|ShellType|SizeClass|HabitatType|N_Years|SufficientData|EarliestLiveDate|LatestLiveDate|LastSampleDate|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
5|Big Bend Seagrasses Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|9|TRUE|1959|2011|2018-10-05T20:54:58Z|159|75.1|138.49|85.02|88.6747169811321|12.7039449076601|Historical Oyster Body Size (HOBS) Study|5035
5|Big Bend Seagrasses Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|9|TRUE|1959|2011|2018-10-05T20:54:58Z|2012|25|74.84|35.845|39.5530715705765|12.3784675499425|Historical Oyster Body Size (HOBS) Study|5035
5|Big Bend Seagrasses Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|9|TRUE|1959|2011|2018-10-05T20:54:58Z|1006|7.7|24.99|21.27|20.5236083499006|3.45848389434628|Historical Oyster Body Size (HOBS) Study|5035
8|Boca Ciega Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|9|75|85|80|80.3333333333333|3|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|701|25|74|39|39.981455064194|11.0606612380373|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|388|4|24|17|15.8711340206186|5.41448833981495|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|23|TRUE|1970|2013|2018-10-30T18:58:41Z|332|75.01|136.42|82.875|85.6267469879518|9.88421389135175|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|24|TRUE|1970|2013|2018-10-30T18:58:41Z|6086|25|74.98|38.3|41.5073923759448|12.9453993294535|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|24|TRUE|1970|2013|2018-10-30T18:58:41Z|2462|8.79|24.99|21.47|20.8336433793664|3.18407842109217|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|8|TRUE|2014|2022|2022-02-01T00:00:00Z|66|75|109|81.75|83.8018181818182|8.23681079228921|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|47|75.14|106.61|80.4|83.3931914893617|7.49495543577637|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|9|TRUE|2014|2022|2022-02-01T00:00:00Z|2841|25|74.82|39.63|41.5363393171419|11.3851059105606|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|824|25.04|74.91|40.34|42.592572815534|12.782864609995|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|9|TRUE|2014|2022|2022-02-01T00:00:00Z|1954|0|24.97|15.435|15.4153377686796|5.38779847099838|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Restored|1|FALSE|2020|2020|2020-03-04T00:00:00Z|292|3.29|24.97|19.2|18.7112328767123|4.44356276215195|SCCF Oyster Restoration Monitoring|4012
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|600|75.12|146.25|90.715|93.6535833333333|14.1389577127073|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|1138|25|74.95|48.35|49.0657908611599|14.5179227884593|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|8|TRUE|1998|2012|2018-09-11T22:25:14Z|136|13.57|24.94|22.35|21.8611029411765|2.35769431398846|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|1821|75|163|85.6|89.0912520593081|12.4057153866942|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|10159|25|74.9|43.8|45.5093365488729|13.8220323290424|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|9494|0.7|24.92|12|12.8232978723404|6.19299421064827|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|21|TRUE|1908|2013|2018-09-11T22:25:14Z|841|75.12|146.25|88.16|91.8008561236623|13.5066247318541|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|21|TRUE|1908|2013|2018-09-11T22:25:14Z|4337|25|74.95|39.41|42.6937260779341|13.6449660776016|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Dead Oyster Shells||Natural|21|TRUE|1908|2013|2018-09-11T22:25:14Z|1338|9.35|24.99|21.82|21.2468535127055|2.90698545537513|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|3603|75|237.2|84.9|88.397063558146|12.2143083021267|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|27155|25|74.9|42|44.3407074203646|13.6707269999556|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|ShellHeight_mm|Live Oyster Shells||Natural|5|TRUE|2014|2020|2020-02-17T00:00:00Z|24845|0.7|24.92|13.3|13.7162692694707|6.04020112419919|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
21|Indian River-Malabar to Vero Beach Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|0|FALSE|||2017-06-27T00:00:00Z|35|18|92|54|53.4|20.0065430473603|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1|FALSE|2017|2017|2017-06-27T00:00:00Z|65|25|74|39|41.3538461538462|11.9552299868493|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|1|FALSE|2017|2017|2017-06-27T00:00:00Z|17|14|24.5|19|19.6176470588235|3.25734464213523|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|6|TRUE|1961|2010|2018-09-13T21:48:45Z|60|75.09|125.69|85.045|89.2413333333333|13.1420518567555|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|6|TRUE|1961|2010|2018-09-13T21:48:45Z|1095|25|74.86|34.77|38.6897534246575|12.1810161901052|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|6|TRUE|||2022-06-22T00:00:00Z|1380|0|97|23.2|29.9009347826087|16.1363916424544|Historical Oyster Body Size (HOBS) Study, Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016, 5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|5|TRUE|2016|2022|2022-06-14T00:00:00Z|54|75|113|83.25|85.5462962962963|9.16889147767711|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|6|TRUE|2016|2022|2022-06-22T00:00:00Z|826|25|74|44|45.2478813559322|12.6978790303555|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|6|TRUE|2016|2022|2022-06-22T00:00:00Z|283|0|24.5|19|17.1837455830389|5.14981932812671|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|0|FALSE|||2019-06-11T00:00:00Z|145|5|109|36|39.9344827586207|21.7780099951455|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|4|FALSE|2016|2019|2019-06-11T00:00:00Z|101|25|72|37|38.6950495049505|10.006011955196|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|4|FALSE|2016|2019|2019-06-11T00:00:00Z|63|7|24.9|17|16.7730158730159|5.01694568274513|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|8|TRUE|1961|2012|2018-10-29T18:16:46Z|38|75.03|108.23|79.43|82.0718421052632|7.39684478214544|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|8|TRUE|1961|2012|2018-10-29T18:16:46Z|2029|25|74.19|37.91|40.2585510103499|11.5518859885087|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|8|TRUE|1961|2012|2018-10-29T18:16:46Z|870|11.15|24.96|21.31|20.9765977011494|2.75257622381086|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1|FALSE|2018|2018|2018-10-29T18:16:46Z|152|25|60|32|34.4473684210526|8.37118162332247|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|1|FALSE|2018|2018|2018-10-29T18:16:46Z|146|4|24|17|15.9315068493151|5.33001589471212|Historical Oyster Body Size (HOBS) Study|5035
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|0|FALSE|||2013-09-05T00:00:00Z|1991|4|130|46|47.4660974384731|20.9835717216957|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|FALSE|2008|2013|2013-08-15T00:00:00Z|273|75|150|80|83.8827838827839|9.17562489542287|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2|FALSE|2008|2013|2013-09-05T00:00:00Z|3374|25|74|45|46.1819798458803|12.7432194741304|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|2|FALSE|2008|2013|2013-09-05T00:00:00Z|986|3|24|15|14.9107505070994|5.55929240326498|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|620|75|136|84|86.5148387096774|10.0229577733545|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|3105|25|74.9|46|47.4332367149759|14.1079114993009|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|2|FALSE|2015|2016|2016-06-05T00:00:00Z|819|1|24.9|17.5|15.419536019536|7.11840888237904|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1|FALSE|2016|2016|2016-07-13T00:00:00Z|144|75|164.3|84.35|89.9034722222222|16.4200517583677|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|1100|25|74.9|44.2|45.6895454545455|13.1024454292442|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|1|FALSE|2016|2016|2016-07-25T00:00:00Z|206|4.7|24.9|19|17.9053398058252|5.17520548724283|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|3|FALSE|2016|2018|2018-03-06T00:00:00Z|39|75.26|106.36|80.37|82.8415384615385|7.85906199654813|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|3|FALSE|2017|2019|2019-02-26T00:00:00Z|24|75.39|104.1|85.885|86.8141666666667|9.58535926915839|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|4|FALSE|2016|2019|2019-02-26T00:00:00Z|749|25.02|74.93|42.35|44.5169158878505|12.8776297338096|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|3|FALSE|2017|2019|2019-02-26T00:00:00Z|386|25.1|74.69|39.45|43.0661917098446|13.79647364147|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|4|FALSE|2016|2019|2019-02-26T00:00:00Z|346|0|24.95|17.165|16.6364739884393|5.70465390947231|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Restored|4|FALSE|2016|2019|2019-02-26T00:00:00Z|1738|0|24.97|7.92|9.7642002301496|5.59384306338681|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|9|75|85|80|80.3333333333333|3|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|991|25|74|38|39.7467204843592|10.8980318323894|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|2|FALSE|2017|2018|2018-12-31T00:00:00Z|588|2|24|16|15.3350340136054|5.78121823891193|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|4|FALSE|167|891|2013-06-17T00:00:00Z|896|75.02|169.18|88.775|92.8560044642857|15.7171511021069|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|4|FALSE|167|891|2013-06-17T00:00:00Z|666|30.22|74.99|64.58|63.6686336336336|8.11006917603111|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Dead Oyster Shells||Natural|2|FALSE|||2013-06-03T00:00:00Z|111|6.71|130.88|77.41|78.126936936937|21.603947904904|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|304|75|112|81|82.9376973684211|7.51442673807132|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|2679|25|74.96|50.3|50.8337961926092|12.172986454158|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074
43|St. Martins Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|2|FALSE|2016|2018|2018-03-28T00:00:00Z|135|10.92|24.99|21.27|20.2497777777778|3.96010995374764|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems, Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070, 5074
45|Tomoka Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|1|FALSE|2015|2015|2015-07-17T00:00:00Z|10|0|22.9|8.65|10.05|7.24342613838384|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
47|Yellow River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|4|81|102|93|92.25|10.3400515794974|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|5|29|71|51|49.2|18.5256578830551|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|ShellHeight_mm|Live Oyster Shells||Natural|1|FALSE|2013|2013|2013-02-19T00:00:00Z|9|7|18|13|12.8888888888889|3.75647588986155|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
