AreaID|ManagedAreaName|Year|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
2|Apalachicola Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|50|3.3|22.1|9.95|10.754|3.86867113186565|Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5071
2|Apalachicola Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|16|75.94|106.17|82.77|85.545625|8.68893546893596|Historical Oyster Body Size (HOBS) Study|5035
2|Apalachicola Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1460|25|74.6|35.435|37.7455616438356|10.1468715619389|Historical Oyster Body Size (HOBS) Study|5035
2|Apalachicola Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|488|7.55|24.98|21.82|21.3472336065574|3.01121564179892|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|2013|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|11|76|94|82|85.2727272727273|6.40454384153796|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2013|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|79|25|74|44|44.620253164557|12.0907930615888|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2013|ShellHeight_mm|Live Oyster Shells||Natural|130|2|24|12|10.9307692307692|5.53941264277657|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|16|75|133|84.5|88.75|14.4522201293319|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|119|25|72|39|41.0588235294118|11.6249979899011|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells||Natural|222|3|24|16|16.2882882882883|4.21350422703774|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
3|Apalachicola National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|75|84|78.5|78.5|3.39116499156263|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|5063
3|Apalachicola National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|398|25|74|37|39.1030150753769|11.1247535711998|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|5063
3|Apalachicola National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|656|3|24|14|14.3094512195122|5.177783044473|Distribution and Condition of Intertidal Eastern Oyster (Crassostrea virginica) Reefs in Apalachicola Bay Florida Based on High-Resolution Satellite Imagery|5063
3|Apalachicola National Estuarine Research Reserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|3|90.6|92|92|91.5333333333333|0.808290376865479|Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5071
3|Apalachicola National Estuarine Research Reserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|9|29.4|73|48.1|51.5555555555556|15.7039096335205|Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5071
3|Apalachicola National Estuarine Research Reserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|90|3.3|24.1|10.15|10.8911111111111|4.24541112325922|Oyster shell heights and taxonomic diversity in 2015-2017 among previously documented oiled and non-oiled reefs in Louisiana, Alabama, and the Florida panhandle|5071
3|Apalachicola National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|67|75.34|108.49|82.41|84.5368656716418|8.42135204882015|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2620|25|74.68|36.905|39.6286297709924|11.5422355644589|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|1196|4.47|86.12|22.44|24.743127090301|10.8379691432649|Historical Oyster Body Size (HOBS) Study|5035
3|Apalachicola National Estuarine Research Reserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|118|25|58|33|35.4830508474576|8.25422248933086|Apalachicola Bay Intertidal Oyster Sampling|5075
3|Apalachicola National Estuarine Research Reserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|285|4|24|15|14.659649122807|5.10522583852734|Apalachicola Bay Intertidal Oyster Sampling|5075
5|Big Bend Seagrasses Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|159|75.1|138.49|85.02|88.6747169811321|12.7039449076601|Historical Oyster Body Size (HOBS) Study|5035
5|Big Bend Seagrasses Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2012|25|74.84|35.845|39.5530715705765|12.3784675499425|Historical Oyster Body Size (HOBS) Study|5035
5|Big Bend Seagrasses Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|1006|7.7|24.99|21.27|20.5236083499006|3.45848389434628|Historical Oyster Body Size (HOBS) Study|5035
8|Boca Ciega Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|85|80|80.4285714285714|3.40867241298539|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|347|25|74|40|41.0864553314121|11.6821347646364|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|170|4|24|16|15.4235294117647|5.96017646096786|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|79|81|80|80|1.4142135623731|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|354|25|68|38|38.8983050847458|10.3176653406813|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
8|Boca Ciega Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|218|4|24|17|16.2201834862385|4.93339564528386|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
14|Estero Bay Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|3|76.64|88.06|79.97|81.5566666666667|5.87300888244972|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|369|25|73.58|38.67|41.3163414634146|11.4963461540594|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells||Natural|92|9.44|24.97|20.515|19.8558695652174|3.88924783037755|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|17|75|94|81|82.3170588235294|6.81315433986517|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|617|25|74|41|42.7064181523501|11.8682157916897|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|134|0|24.73|19|18.7338059701493|4.69156366430263|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1|82.68|82.68|82.68|82.68||Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|133|25.46|71.26|40.2|41.9613533834586|10.3423634381997|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|63|6.65|24.67|15.88|16.0115873015873|4.80645842602706|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|27|26.52|73.52|44.12|44.967037037037|10.0832743517382|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|65|4.17|24.01|10.42|10.6290769230769|4.29535131096577|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|332|75.01|136.42|82.875|85.6267469879518|9.88421389135175|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|6086|25|74.98|38.3|41.5073923759448|12.9453993294535|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|2462|8.79|24.99|21.47|20.8336433793664|3.18407842109217|Historical Oyster Body Size (HOBS) Study|5035
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|12|75.8|106|83|87.1375|11.4132523649245|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|408|25|72|39.295|41.7627450980392|11.8552198277116|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|434|2|24.96|15|14.8267050691244|5.48207176415674|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|2|75.04|89.75|82.395|82.395|10.4015407512541|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|314|25.05|74.09|36.86|38.9411464968153|10.6283224893177|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2019|ShellHeight_mm|Live Oyster Shells||Natural|329|3.73|24.92|15.8|15.5631306990881|5.64279285508751|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|18|75|109|81.75|84.3388888888889|9.15795179315504|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|47|75.14|106.61|80.4|83.3931914893617|7.49495543577637|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|320|25|74|39|41.66225|12.3629672230413|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|824|25.04|74.91|40.34|42.592572815534|12.782864609995|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells||Natural|210|3.76|24.91|15.095|15.4076666666667|5.3788648758332|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells||Restored|292|3.29|24.97|19.2|18.7112328767123|4.44356276215195|SCCF Oyster Restoration Monitoring|4012
14|Estero Bay Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|9|75.31|94|85|83.5122222222222|6.50907784900783|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|317|25|74.82|41.3|42.3198422712934|11.1372847820649|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2021|ShellHeight_mm|Live Oyster Shells||Natural|375|3.71|24.36|14|14.3685866666667|5.01462330864734|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|75.2|86.03|81.4|81.0075|4.61672593223091|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|336|25.04|68.97|39.26|40.4766369047619|9.70102199566137|Estero Bay Oyster Monitoring|4042
14|Estero Bay Aquatic Preserve|2022|ShellHeight_mm|Live Oyster Shells||Natural|252|4.79|24.93|15.385|15.4999603174603|4.67912968190585|Estero Bay Oyster Monitoring|4042
19|Guana River Marsh Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|114|75.3|137.2|88.75|91.8751754385965|13.3656859047137|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|953|25|74.9|42.1|43.7931269674712|13.1869087298904|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2014|ShellHeight_mm|Live Oyster Shells||Natural|878|2.2|24.92|15.035|15.0828132118451|5.53043814943315|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|394|75.1|138.7|84.4|87.1469543147208|9.93639842201192|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2397|25|74.9|45|46.7576136837714|14.224084796327|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|1867|1.5|24.9|13|13.42276379218|6.33419421599415|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|948|75|163|85.4|89.2979957805907|13.0472541460581|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|5176|25|74.9|44|45.6239374034003|13.6674170466018|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|5246|0.7|24.9|11.4|12.2052001524971|6.12759086643935|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|600|75.12|146.25|90.715|93.6535833333333|14.1389577127073|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1138|25|74.95|48.35|49.0657908611599|14.5179227884593|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|136|13.57|24.94|22.35|21.8611029411765|2.35769431398846|Historical Oyster Body Size (HOBS) Study|5035
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|302|75.2|142.1|85.95|89.7582781456954|12.5498969969216|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|1288|25|74.9|40.9|43.7181677018634|13.6331453949971|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|920|1.8|24.9|14.15|14.1520652173913|6.39319688031547|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|63|75|132|88|89.9047619047619|12.6410931102908|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|345|25|74|45|46.5449275362319|14.6028383692863|Guana Tolomato Matanzas NERR Oyster monitoring|4000
19|Guana River Marsh Aquatic Preserve|2020|ShellHeight_mm|Live Oyster Shells||Natural|583|2|24|10|10.9656946826758|5.42099043296691|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|372|75|137.2|86.8|90.1745430107527|12.7625451016848|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2447|25|74.9|42.4|44.5417163874132|13.7541208036214|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2014|ShellHeight_mm|Live Oyster Shells||Natural|1730|2.2|24.92|15.85|15.6447283236994|5.39040115330827|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|895|75|237.2|84.8|88.3900558659218|12.5902114554729|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|6961|25|74.9|42.4|44.7642264042523|13.8762121354098|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2015|ShellHeight_mm|Live Oyster Shells||Natural|5623|1.5|24.9|13.8|14.1127689845278|5.96888058134252|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|1891|75|163|84.4|87.9220994182972|11.9012445786702|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|14864|25|74.9|42|44.2169234391819|13.5618079963766|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|14606|0.7|24.9|13|13.4023490346433|6.0557311228305|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|841|75.12|146.25|88.16|91.8008561236623|13.5066247318541|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|4337|25|74.95|39.41|42.6937260779341|13.6449660776016|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Dead Oyster Shells||Natural|1338|9.35|24.99|21.82|21.2468535127055|2.90698545537513|Historical Oyster Body Size (HOBS) Study|5035
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|354|75|142.1|85.6|89.214406779661|12.3338724422001|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2200|25|74.9|40.3|42.9573636363636|13.3308936042525|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|ShellHeight_mm|Live Oyster Shells||Natural|1853|1.8|24.9|14.9|14.6500377765785|6.16934064414127|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|91|75|132|85|87.8901098901099|11.5368497042694|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|683|25|74|45|46.4538799414349|14.2579553972066|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|ShellHeight_mm|Live Oyster Shells||Natural|1033|1|24|10|11.0919651500484|5.59487093036707|Guana Tolomato Matanzas NERR Oyster monitoring|4000
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2017|ShellHeight_mm|Dead Oyster Shells||Natural|35|18|92|54|53.4|20.0065430473603|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|65|25|74|39|41.3538461538462|11.9552299868493|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|17|14|24.5|19|19.6176470588235|3.25734464213523|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Dead Oyster Shells||Natural|34|5|96|32.5|34.8823529411765|20.7141654150331|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81|94|84.5|86|6.27162924074226|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|50|25|70|40|42.72|13.0619247261275|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|ShellHeight_mm|Live Oyster Shells||Natural|13|7|24|19|17.5384615384615|5.18998048511721|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Dead Oyster Shells||Natural|119|5|89.5|38|40.4075630252101|19.029968157583|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|75|95|88.5|86.5833333333333|6.75586165242204|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|108|25|74|45|45.0208333333333|13.2288503837875|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|ShellHeight_mm|Live Oyster Shells||Natural|49|6|24.5|18|16.6224489795918|5.61831140505915|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|60|75.09|125.69|85.045|89.2413333333333|13.1420518567555|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1095|25|74.86|34.77|38.6897534246575|12.1810161901052|Historical Oyster Body Size (HOBS) Study|5035
