AreaID|ManagedAreaName|ParameterName|ShellType|SizeClass|HabitatType|N_Data|N_Years|EarliestLiveDate|LatestLiveDate|LastSampleDate|Mean|Median|ProgramNames|Intercept|ModelEstimate|StandardError|LowerConfidence|UpperConfidence
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|148|8|1960|2011|2018-10-05T20:54:58Z|88.8427027027027|85.2||||||
5|Big Bend Seagrasses Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|1911|8|1960|2011|2018-10-05T20:54:58Z|39.4867922553637|35.71||||||
7|Biscayne Bay-Cape Florida to Monroe County Line Aquatic Preserve|||||||||||||||||
6|Biscayne Bay Aquatic Preserve|||||||||||||||||
8|Boca Ciega Bay Aquatic Preserve|Density|Live Oyster Shells||Natural|30|2|2017|2018|2018-12-31T00:00:00Z|748.8|664||||||
8|Boca Ciega Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|30|2|2017|2018|2018-12-31T00:00:00Z|22.7888893333333|20.45455||||||
8|Boca Ciega Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|9|2|2017|2018|2018-12-31T00:00:00Z|80.3333333333333|80||||||
8|Boca Ciega Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|701|2|2017|2018|2018-12-31T00:00:00Z|39.981455064194|39||||||
9|Cape Haze Aquatic Preserve|||||||||||||||||
10|Cape Romano-Ten Thousand Islands Aquatic Preserve|||||||||||||||||
11|Cockroach Bay Aquatic Preserve|||||||||||||||||
13|Coupon Bight Aquatic Preserve|||||||||||||||||
14|Estero Bay Aquatic Preserve|Density|Live Oyster Shells||Natural|213|8|2014|2021|2021-01-28T00:00:00Z|762.600938967136|616.666666666667|4042|6.67450697312594|-0.00049523450149925|0.0433405617605642|-0.08272471|0.0850912175
14|Estero Bay Aquatic Preserve|Density|Live Oyster Shells||Restored|30|1|2020|2020|2020-03-04T00:00:00Z|413.733333333333|176||||||
14|Estero Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|40|6|2016|2021|2021-01-28T00:00:00Z|29.9875|26.25||||||
14|Estero Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Restored|30|1|2020|2020|2020-03-04T00:00:00Z|57.7237633333333|63.49385||||||
14|Estero Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|332|23|1970|2013|2018-10-30T18:58:41Z|85.6267469879518|82.875|5035|63.4142360163044|-1.71429161878186|1.27313892440528|-5.14023325|-0.187986075
14|Estero Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|6086|24|1970|2013|2018-10-30T18:58:41Z|41.5073923759448|38.3|5035|-89.4949306570465|-0.862144584095202|4.80977241525835|-5.54202425|2.21791575
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|62|7|2014|2021|2021-01-15T00:00:00Z|83.9820967741936|81.75|4042|73.5855110367316|0.204846301163793|0.516966016027127|-0.84224475|1.1624785
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Restored|47|1|2020|2020|2020-03-04T00:00:00Z|83.3931914893617|80.4||||||
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2505|8|2014|2021|2021-01-28T00:00:00Z|41.6784790419162|39.7|4042|28.3654252357571|0.263750971241005|0.219071640092606|-0.1709745|0.69454535
14|Estero Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Restored|824|1|2020|2020|2020-03-04T00:00:00Z|42.592572815534|40.34||||||
15|Florida Keys National Marine Sanctuary|||||||||||||||||
16|Fort Clinch State Park Aquatic Preserve|||||||||||||||||
17|Fort Pickens State Park Aquatic Preserve|||||||||||||||||
18|Gasparilla Sound-Charlotte Harbor Aquatic Preserve|||||||||||||||||
19|Guana River Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|286|5|2014|2020|2020-02-17T00:00:00Z|1354.74125874126|1112|5017, 4000|7.53283831334333|-0.019203814848988|0.0403710619910551|-0.0962585575|0.0630993275
19|Guana River Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|582|5|2014|2020|2020-02-20T00:00:00Z|25.0996563573883|25|4000, 5017|-2.70192988755622|0.0816445856446777|0.0102511745226193|0.0613462|0.101486225
19|Guana River Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|600|8|1998|2012|2018-09-11T22:25:14Z|93.6535833333333|90.715|5035|66.332712856072|1.42706300465517|6.20526839107674|-11.6696475|13.6338225
19|Guana River Marsh Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|1138|8|1998|2012|2018-09-11T22:25:14Z|49.0657908611599|48.35|5035|44.254202386994|-69.7541350664168|241.864277192386|-677.996624999999|19.9856375
19|Guana River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|1821|5|2014|2020|2020-02-17T00:00:00Z|89.0912520593081|85.6|4000, 5017|-48.6412314352361|1.58412069182346|1.44444961953632|-1.218323|4.58494849999999
19|Guana River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|10159|5|2014|2020|2020-02-17T00:00:00Z|45.5093365488729|43.8|4000, 5017|-17.3328309458396|1.26169298862819|1.57831865243598|-1.777837|4.4153575
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Density|Live Oyster Shells||Natural|727|5|2014|2020|2020-02-17T00:00:00Z|1439.93397524072|1136|5017, 4000|2.92790741931297|0.108475819722526|0.0650437592001478|-0.0150865675|0.234989575
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Percent Live|Live Oyster Shells||Natural|1438|5|2014|2020|2020-02-20T00:00:00Z|24.4874826147427|24||||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Dead Oyster Shells|>75mm|Natural|790|20|1977|2013|2018-09-11T22:25:14Z|92.0285316455696|88.54||||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|4169|20|1977|2013|2018-09-11T22:25:14Z|42.6449340369393|39.39||||||
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Live Oyster Shells|>75mm|Natural|3603|5|2014|2020|2020-02-17T00:00:00Z|88.397063558146|84.9|4000, 5017|-120.722109339243|2.63272416386469|1.45261215114373|-0.0927081624999992|5.57434775
20|Guana Tolomato Matanzas National Estuarine Research Reserve|Shell Height|Live Oyster Shells|25-75mm|Natural|27155|5|2014|2020|2020-02-17T00:00:00Z|44.3407074203646|42|4000, 5017|-96.1086303636807|2.30952896004498|1.02223784763543|0.395024975|4.344109
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Density|Live Oyster Shells||Natural|75|4|2017|2021|2021-06-26T00:00:00Z|225.333333333333|200||||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|75|4|2017|2021|2021-06-26T00:00:00Z|16.5961312|14.8148||||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|7|2|2018|2019|2019-06-06T00:00:00Z|78.7142857142857|78||||||
21|Indian River-Malabar to Vero Beach Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|186|3|2017|2019|2019-06-06T00:00:00Z|44.1424731182796|43||||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Density|Live Oyster Shells||Natural|329|5|2016|2021|2021-06-22T00:00:00Z|174.316109422492|100||||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|329|5|2016|2021|2021-06-22T00:00:00Z|12.9404549848024|7.40741||||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|60|6|1961|2010|2018-09-13T21:48:45Z|89.2413333333333|85.045|5035|88.2490435176162|-1.05968793464205|0.505758114183746|-2.24065875|-0.316246
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|1095|6|1961|2010|2018-09-13T21:48:45Z|38.6897534246575|34.77||||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|49|4|2016|2019|2019-06-14T00:00:00Z|85.5408163265306|84||||||
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|540|4|2016|2019|2019-06-14T00:00:00Z|45.8125|44||||||
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Density|Live Oyster Shells||Natural|69|5|2016|2021|2021-06-30T00:00:00Z|118.115942028986|66.6666666666667||||||
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|69|5|2016|2021|2021-06-30T00:00:00Z|8.73994710144928|4.93827||||||
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|101|4|2016|2019|2019-06-11T00:00:00Z|38.6950495049505|37||||||
25|Lemon Bay Aquatic Preserve|Density|Live Oyster Shells||Natural|339|11|2007|2020|2020-10-28T00:00:00Z|1009.79351032448|912|972|8.35554483508246|-0.0319275203961769|0.0112270924937506|-0.0527087525|-0.00985072075
25|Lemon Bay Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|340|12|2007|2020|2020-10-28T00:00:00Z|68.1256450451765|74.28337428|972, 5035|-0.272117883373313|0.00870627082702399|0.0131424484749466|-0.01666248|0.0350276475
25|Lemon Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|>75mm|Natural|38|8|1961|2012|2018-10-29T18:16:46Z|82.0718421052632|79.43|5035|64.1968249379685|0.0550581874573913|0.266907540244059|-0.437555|0.605147375
25|Lemon Bay Aquatic Preserve|Shell Height|Dead Oyster Shells|25-75mm|Natural|2029|8|1961|2012|2018-10-29T18:16:46Z|40.2585510103499|37.91||||||
25|Lemon Bay Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|152|1|2018|2018|2018-10-29T18:16:46Z|34.4473684210526|32||||||
26|Lignumvitae Key Aquatic Preserve|||||||||||||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Density|Live Oyster Shells||Natural|167|2|2003|2008|2008-09-12T00:00:00Z|126.622754491018|30||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|166|2|2003|2008|2008-09-12T00:00:00Z|79.842836746988|82||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|273|2|2008|2013|2013-08-15T00:00:00Z|83.8827838827839|80||||||
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|3374|2|2008|2013|2013-09-05T00:00:00Z|46.1819798458803|45||||||
28|Matlacha Pass Aquatic Preserve|||||||||||||||||
29|Mosquito Lagoon Aquatic Preserve|Density|Live Oyster Shells||Natural|170|2|2015|2016|2016-06-05T00:00:00Z|986.541176470588|808||||||
29|Mosquito Lagoon Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|170|2|2015|2016|2016-06-05T00:00:00Z|47.2411764705882|45||||||
29|Mosquito Lagoon Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|620|2|2015|2016|2016-06-05T00:00:00Z|86.5148387096774|84||||||
29|Mosquito Lagoon Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|3105|2|2015|2016|2016-06-05T00:00:00Z|47.4332367149759|46||||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Density|Live Oyster Shells||Natural|42|1|2016|2016|2016-07-25T00:00:00Z|778.666666666667|552||||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|43|1|2016|2016|2016-07-25T00:00:00Z|24.6976744186047|26||||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|144|1|2016|2016|2016-07-13T00:00:00Z|89.9034722222222|84.35||||||
30|Nassau River-St. Johns River Marshes Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|1100|1|2016|2016|2016-07-25T00:00:00Z|45.6895454545455|44.2||||||
48|Nature Coast Aquatic Preserve|||||||||||||||||
31|North Fork St. Lucie Aquatic Preserve|||||||||||||||||
33|Pellicer Creek Aquatic Preserve|||||||||||||||||
34|Pine Island Sound Aquatic Preserve|Density|Live Oyster Shells||Natural|60|6|2015|2020|2020-04-01T00:00:00Z|413.016666666667|92.5|4012|6.4501093928036|-0.649709147544228|1.10337633085748|-2.8162125|1.6771125
34|Pine Island Sound Aquatic Preserve|Density|Live Oyster Shells||Restored|30|6|2015|2020|2020-04-01T00:00:00Z|650.533333333333|208|4012|3.63352841791604|0.147218104701559|0.135402528597493|0.00385780075|0.500686625
34|Pine Island Sound Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|10|2|2019|2020|2020-04-01T00:00:00Z|70.645208479|76.33272059||||||
34|Pine Island Sound Aquatic Preserve|Percent Live|Live Oyster Shells||Restored|10|2|2019|2020|2020-04-01T00:00:00Z|68.365822087|67.112299465||||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|39|3|2016|2018|2018-03-06T00:00:00Z|82.8415384615385|80.37||||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Restored|24|3|2017|2019|2019-02-26T00:00:00Z|86.8141666666667|85.885||||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|749|4|2016|2019|2019-02-26T00:00:00Z|44.5169158878505|42.35||||||
34|Pine Island Sound Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Restored|386|3|2017|2019|2019-02-26T00:00:00Z|43.0661917098446|39.45||||||
35|Pinellas County Aquatic Preserve|Density|Live Oyster Shells||Natural|40|2|2017|2018|2018-12-31T00:00:00Z|1068|768||||||
35|Pinellas County Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|40|2|2017|2018|2018-12-31T00:00:00Z|24.491667|24||||||
35|Pinellas County Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|9|2|2017|2018|2018-12-31T00:00:00Z|80.3333333333333|80||||||
35|Pinellas County Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|991|2|2017|2018|2018-12-31T00:00:00Z|39.7467204843592|38||||||
37|Rocky Bayou State Park Aquatic Preserve|||||||||||||||||
38|Rookery Bay Aquatic Preserve|||||||||||||||||
39|Rookery Bay National Estuarine Research Reserve|||||||||||||||||
12|Southeast Florida Coral Reef Ecosystem Conservation Area|||||||||||||||||
40|St. Andrews State Park Aquatic Preserve|||||||||||||||||
41|St. Joseph Bay Aquatic Preserve|||||||||||||||||
42|St. Joseph Bay State Buffer Preserve|||||||||||||||||
43|St. Martins Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|6|1|2018|2018|2018-03-23T00:00:00Z|1320|1452||||||
43|St. Martins Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|12|1|2018|2018|2018-03-23T00:00:00Z|88|92||||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|304|2|2016|2018|2018-03-23T00:00:00Z|82.9376973684211|81||||||
43|St. Martins Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|2679|2|2016|2018|2018-03-23T00:00:00Z|50.8337961926092|50.3||||||
44|Terra Ceia Aquatic Preserve|||||||||||||||||
45|Tomoka Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|5|1|2015|2015|2015-07-17T00:00:00Z|28.8|32||||||
45|Tomoka Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Natural|5|1|2015|2015|2015-07-17T00:00:00Z|5.8|2||||||
47|Yellow River Marsh Aquatic Preserve|Density|Live Oyster Shells||Natural|9|1|2013|2013|2013-02-19T00:00:00Z|1.66666666666667|1||||||
47|Yellow River Marsh Aquatic Preserve|Density|Live Oyster Shells||Restored|45|3|2017|2019|2019-11-20T00:00:00Z|97.7777777777778|88||||||
47|Yellow River Marsh Aquatic Preserve|Percent Live|Live Oyster Shells||Restored|40|3|2017|2019|2019-11-20T00:00:00Z|0.7445545175|0.912879||||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Natural|4|1|2013|2013|2013-02-19T00:00:00Z|92.25|93||||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|>75mm|Restored|1|1|2019|2019|2019-11-20T00:00:00Z|76|76||||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Natural|5|1|2013|2013|2013-02-19T00:00:00Z|49.2|51||||||
47|Yellow River Marsh Aquatic Preserve|Shell Height|Live Oyster Shells|25-75mm|Restored|538|3|2017|2019|2019-11-20T00:00:00Z|30.6078066914498|29||||||
