ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Matlacha Pass Aquatic Preserve|1990-10-24|2022-01-03|6427|4.2|9.6|7.93|7.93326124163685|0.338781995748778|0.0685|0|6.46785714285717|0|-1
Mosquito Lagoon Aquatic Preserve|1991-07-23|2021-08-31|3575|0.77|11.23|7.9|7.79815313286713|0.940579243136467|-0.1011|-0.00419181818181815|11.0241071428572|0|-1
Nassau River-St. Johns River Marshes Aquatic Preserve|1982-04-19|2022-01-25|17534|0|10.47|7.66|7.62899764400593|0.329324037331705|0.0507|0.004|6.77750000000002|0|1
Nature Coast Aquatic Preserve|1991-09-09|2022-01-26|4081|5.56|9.85|8.15|8.12498407253124|0.28339910884354|-0.1109|-0.00555555555555554|14.794743083004|0|-1
North Fork St. Lucie Aquatic Preserve|1989-04-05|2021-12-08|3190|5.4|9.2|7.7|7.67955485893417|0.338006425456601|-0.1314|-0.00800000000000001|26.0329166666666|0|-1
Pellicer Creek Aquatic Preserve|2004-05-25|2022-01-12|748|4.91|8.62|7.29|7.21445187165775|0.474542935550159|-0.048|-0.0166666666666666|50.03375|0.1017|0
Pine Island Sound Aquatic Preserve|1955-03-28|2022-01-03|19557|4.1|13.24563|8.1|8.10006521194457|0.353240113539501|0.1028|0|8.1|0|-1
Pinellas County Aquatic Preserve|1955-06-29|2022-01-13|51251|0|12.92|8.1|8.08217057228152|0.35483198681278|-0.0167|0|8.115|0|-1
Rocky Bayou State Park Aquatic Preserve|1994-10-31|2021-12-10|303|5.77|9.21|8|7.85059405940594|0.557298631911254|-0.0299|-0.00272727272727267|18.8661538461539|0.5482|0
Rookery Bay Aquatic Preserve|1955-03-17|2021-11-16|1501|4|13.4|7.84|7.85556302465023|0.582060121864783|-0.1118|-0.00533333333333334|19.86725|0|-1
Rookery Bay National Estuarine Research Reserve|1955-02-24|2021-11-17|5984|4|13.4|7.8|7.7883857118984|0.549071192121548|-0.1951|-0.0103846153846154|30.2419298245614|0|-1
St. Andrews State Park Aquatic Preserve|1998-06-30|2022-01-04|928|6.6|9.38|8.1|8.08633620689655|0.218661573228449|-0.1385|-0.00588235294117645|25.7189999999997|0|-1
St. Joseph Bay Aquatic Preserve|1991-07-25|2022-02-21|3464|0|10.27|8.1|8.09066079676674|0.380518366306799|-0.145|-0.00666666666666672|18.1183574879227|0|-1
St. Martins Marsh Aquatic Preserve|1991-07-09|2022-01-12|4102|5.8|9|8.1|8.04327888834715|0.255143527628552|-0.0784|0|17.448424908425|0|-1
Terra Ceia Aquatic Preserve|1989-04-19|2021-11-17|16147|5|12.7|8|7.99314993497244|0.301341806230568|-0.0085|0|8|0.237|0
Tomoka Marsh Aquatic Preserve|1997-08-26|2021-12-13|342|6.5|8.26|7.6|7.55382593567251|0.326904605991305|0.143|0.01|-11.8538877777777|0|1
Yellow River Marsh Aquatic Preserve|1977-01-11|2021-11-08|523|5.3|9|7.8|7.65439770554493|0.491478505349704|-0.0551|0|16.8727272727273|0.0933|0
