ManagedAreaName|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation|tau|SennSlope|SennIntercept|p|Trend
Guana River Marsh Aquatic Preserve|1997-09-08|2021-12-01|487|5.89|8.56|7.51|7.52577002053388|0.32182825929694|0.1698|0.00999999999999979|-20.207380952381|0|1
Guana Tolomato Matanzas National Estuarine Research Reserve|1997-09-08|2022-01-12|892|5.15|8.56|7.7|7.60463004484305|0.369289939462343|0.0922|0.00666666666666662|-6.39050000000001|0.0002|1
Indian River-Malabar to Vero Beach Aquatic Preserve|1994-08-03|2021-11-01|5810|0.75|9.55|8|7.64712977624785|1.54545243142296|-0.2556|-0.01875|45.5843749999998|0|-1
Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|1995-01-25|2021-07-12|857|0.77|9.4|8.1|7.98138856476079|0.966594517964385|-0.0889|-0.00666666666666664|26.0790000000001|0|-1
Jensen Beach to Jupiter Inlet Aquatic Preserve|1992-11-04|2021-10-12|125|7.76|8.5|8.04|8.0712|0.178070301448795|-0.016|0|9.87394633642927|0.8321|0
Lemon Bay Aquatic Preserve|2001-07-26|2022-01-03|395|6.22|8.6|8.01|7.98777215189873|0.224522276226675|-0.3089|-0.0199999999999996|39.7007142857142|0|-1
Loxahatchee River-Lake Worth Creek Aquatic Preserve|1993-08-31|2021-09-29|347|6.91|8.77|7.99|7.94109510086455|0.199264426677054|0.0382|0.00499999999999989|2.97166666666677|0.0259|1
Nassau River-St. Johns River Marshes Aquatic Preserve|1984-11-13|2021-03-10|1258|6|8.27|7.66|7.65049284578696|0.294868732084613|0.1038|0.0166666666666667|-11.6327139037434|0|1
Nature Coast Aquatic Preserve|1991-09-09|2022-01-19|420|6.12|9.03|8.15|8.11416666666667|0.337014154265099|-0.2351|-0.0142857142857142|30.2814285714285|0|-1
Pine Island Sound Aquatic Preserve|1996-07-10|2021-12-06|110|7.21|8.8|8.03|8.04918181818182|0.26765763363054|0.2204|0.0128125|-15.5294117647058|0.0018|1
Pinellas County Aquatic Preserve|1993-09-01|2021-12-16|12774|3.54|12.97|8.09|8.07016447471426|0.290868603569183|0.07|0.00499999999999989|1.44776785714282|0|1
Rocky Bayou State Park Aquatic Preserve|2001-02-19|2018-10-04|258|4.9|9.28|7.84|7.82705426356589|0.453706573273472|0.0399|0.00333333333333326|1.65708333333312|0.4283|0
Rookery Bay Aquatic Preserve|1989-04-11|2021-09-27|121|7.23|12.3|7.81|7.90685950413223|0.728722664504876|-0.123|-0.00692307692307695|16.8348529411765|0.0158|-1
Rookery Bay National Estuarine Research Reserve|1989-04-11|2021-09-27|377|4.2|12.3|7.8|7.79535809018568|0.66799035032889|-0.2066|-0.0105555555555556|31.5981623931625|0|-1
St. Andrews State Park Aquatic Preserve|2000-08-23|2021-02-22|110|7.93|8.6|8.135|8.188|0.174191711322835|0.0687|0.0150000000000001|-27.110000000001|0.1355|0
St. Joseph Bay Aquatic Preserve|1991-07-25|2020-06-19|144|5.3|9.2|8.1|8.11243055555556|0.439682413242075|-0.1747|-0.0192307692307692|47.580357142857|0.0028|-1
St. Martins Marsh Aquatic Preserve|1991-07-09|2022-01-12|195|7.41|8.71|7.99|7.99851282051282|0.252133869674126|-0.0967|-0.00666666666666682|16.9309615384616|0.0543|0
Terra Ceia Aquatic Preserve|1993-09-21|2021-11-17|2008|6.6|8.92|8.06|8.05119023904383|0.149386813988601|0.0492|0.00333333333333326|5.54595238095218|0|1
Tomoka Marsh Aquatic Preserve|1997-06-26|2021-07-13|186|6.44|8.09|7.49|7.45456989247312|0.319332205157574|0.1226|0.00999999999999998|-9.97312500000003|0.0132|1
