AreaID|ManagedAreaName|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
20|Guana Tolomato Matanzas National Estuarine Research Reserve|6|PercentLive_pct|Live Oyster Shells||Natural|192|0|76|22.5|23.4427083333333|14.1852681106133|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|7|PercentLive_pct|Live Oyster Shells||Natural|393|0|57|20|19.7073791348601|10.8171076475387|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|8|PercentLive_pct|Live Oyster Shells||Natural|237|0|62|25|24.0464135021097|12.9304674780602|Guana Tolomato Matanzas NERR Oyster monitoring, Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|4000, 5017
20|Guana Tolomato Matanzas National Estuarine Research Reserve|9|PercentLive_pct|Live Oyster Shells||Natural|102|9|56|27|27.6470588235294|9.6181007767106|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|10|PercentLive_pct|Live Oyster Shells||Natural|38|1|37|17.5|19.1315789473684|8.13790281979391|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|12|PercentLive_pct|Live Oyster Shells||Natural|76|7|58|34|34.5657894736842|11.6782824380024|Guana Tolomato Matanzas NERR Oyster monitoring|4000
21|Indian River-Malabar to Vero Beach Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|75|0|56.79012346|14.81481481|16.5961302382667|14.6679605843622|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|320|0|51.85185185|7.40740741|12.8676411186563|13.1386483895956|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|8|PercentLive_pct|Live Oyster Shells||Natural|9|4.9382716|44.73684211|13.58024691|15.5293104366667|12.1840146809246|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|60|0|52.43902439|4.32098765|9.33077386283333|11.8936300981532|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|8|PercentLive_pct|Live Oyster Shells||Natural|9|0|9.87654321|4.9382716|4.80109739222222|3.51605092457937|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|5|PercentLive_pct|Live Oyster Shells||Natural|160|11.11111111|94.44444444|73.996723995|69.6654793479375|17.6748112384651|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|27|0|86.44067797|0.88732394|32.1342878744444|37.1822646757893|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|9|PercentLive_pct|Live Oyster Shells||Natural|6|66.31578947|81.88976378|78.010110295|75.6432455783333|5.94184807594496|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|10|PercentLive_pct|Live Oyster Shells||Natural|125|0|96.96969697|70.79646018|63.76455892976|23.6970071754968|Historical Oyster Body Size (HOBS) Study, Sarasota County Comprehensive Oyster Monitoring Program|972, 5035
25|Lemon Bay Aquatic Preserve|11|PercentLive_pct|Live Oyster Shells||Natural|55|0|90.90909091|75.64102564|69.1746188347273|22.3684850664136|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|12|PercentLive_pct|Live Oyster Shells||Natural|22|0.03125|90.72580645|40.966010735|39.9883277854545|38.9358843607723|Sarasota County Comprehensive Oyster Monitoring Program|972
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|PercentLive_pct|Live Oyster Shells||Natural|75|41|100|79|76.7431906666667|11.984957975145|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|8|PercentLive_pct|Live Oyster Shells||Natural|65|0|100|90|86.2137676923077|15.7699492891158|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|9|PercentLive_pct|Live Oyster Shells||Natural|24|16.6667|93|75|72.7180708333333|16.0371722550395|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|10|PercentLive_pct|Live Oyster Shells||Natural|2|61.3971|87.6459|74.5215|74.5215|18.5607044780094|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|5|PercentLive_pct|Live Oyster Shells||Natural|20|19|69|33|39.4|16.4585604026086|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|150|10|87|46.5|48.2866666666667|16.6682339307848|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5|PercentLive_pct|Live Oyster Shells||Natural|3|26|36|33|31.6666666666667|5.13160143944688|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|6|PercentLive_pct|Live Oyster Shells||Natural|25|11|46|28|26.84|9.09981684797374|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|7|PercentLive_pct|Live Oyster Shells||Natural|15|10|32|20|19.7333333333333|6.71317113342619|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|3|PercentLive_pct|Live Oyster Shells||Natural|5|35.29411765|82.35294118|66.66666667|57.396078434|20.8627745845139|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|PercentLive_pct|Live Oyster Shells||Restored|5|42.85714286|100|60|65.116883118|22.4997142084621|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|4|PercentLive_pct|Live Oyster Shells||Natural|5|70.3125|90.09009009|85.71428571|83.894338524|8.07494329067231|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|4|PercentLive_pct|Live Oyster Shells||Restored|5|57.77777778|87.5|70.58823529|71.614761056|11.7994356418487|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|12|PercentLive_pct|Live Oyster Shells||Natural|40|0|49|24|24.491667|13.2933747657289|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
43|St. Martins Marsh Aquatic Preserve|3|PercentLive_pct|Live Oyster Shells||Natural|12|68|96|92|88|9.64836302648844|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
45|Tomoka Marsh Aquatic Preserve|7|PercentLive_pct|Live Oyster Shells||Natural|5|1|14|2|5.8|5.84807660688538|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
