AreaID|ManagedAreaName|Year|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|9|PercentLive_pct|Live Oyster Shells||Natural|48|9|37|25.5|24.3958333333333|7.96732578358912|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2018|10|PercentLive_pct|Live Oyster Shells||Natural|18|13|37|25.5|24.8333333333333|6.75843699299145|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|1|PercentLive_pct|Live Oyster Shells||Natural|6|25|42|40|37.5|6.53452370108182|Guana Tolomato Matanzas NERR Oyster monitoring|4000
20|Guana Tolomato Matanzas National Estuarine Research Reserve|2020|2|PercentLive_pct|Live Oyster Shells||Natural|48|17|64|35|36.3958333333333|11.4534015821248|Guana Tolomato Matanzas NERR Oyster monitoring|4000
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2017|6|PercentLive_pct|Live Oyster Shells||Natural|15|1.2345679|45.67901235|19.75308642|20.5761316866667|12.2364361328845|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2018|6|PercentLive_pct|Live Oyster Shells||Natural|15|2.43902439|56.79012346|23.45679012|27.237579042|14.5137182213015|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2019|6|PercentLive_pct|Live Oyster Shells||Natural|15|0|54.87804878|13.58024691|20.0229075433333|16.2559907906094|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
21|Indian River-Malabar to Vero Beach Aquatic Preserve|2021|6|PercentLive_pct|Live Oyster Shells||Natural|30|0|34.56790123|2.4691358|7.57201645966667|9.506329485711|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2016|8|PercentLive_pct|Live Oyster Shells||Natural|9|4.9382716|44.73684211|13.58024691|15.5293104366667|12.1840146809246|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2017|6|PercentLive_pct|Live Oyster Shells||Natural|60|0|45.07042254|8.02469136|12.795765844|13.1535856031555|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2018|6|PercentLive_pct|Live Oyster Shells||Natural|80|0|49.38271605|14.81481481|16.290123456375|12.403301998443|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2019|6|PercentLive_pct|Live Oyster Shells||Natural|105|0|51.85185185|7.40740741|13.801509206381|14.8013080927457|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|2021|6|PercentLive_pct|Live Oyster Shells||Natural|75|0|33.33333333|3.7037037|7.96707818866667|9.78918096716348|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2016|8|PercentLive_pct|Live Oyster Shells||Natural|9|0|9.87654321|4.9382716|4.80109739222222|3.51605092457937|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2017|6|PercentLive_pct|Live Oyster Shells||Natural|15|1.2345679|52.43902439|13.58024691|18.6399678806667|16.1533869645608|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2018|6|PercentLive_pct|Live Oyster Shells||Natural|15|0|24.69135802|9.87654321|8.80658436133333|8.5133622746037|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2019|6|PercentLive_pct|Live Oyster Shells||Natural|15|0|29.62962963|7.40740741|9.38271604933333|9.23630311324285|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|2021|6|PercentLive_pct|Live Oyster Shells||Natural|15|0|2.4691358|0|0.49382716|0.780809298026198|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|2007|5|PercentLive_pct|Live Oyster Shells||Natural|18|48.7804878|87.28813559|70.540019285|71.2244293944444|10.9291197240564|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2007|10|PercentLive_pct|Live Oyster Shells||Natural|18|33.33333333|90.4494382|70.81300813|70.1566420177778|14.9739610049518|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2008|5|PercentLive_pct|Live Oyster Shells||Natural|6|60.91954023|76.77725118|72.94722804|71.01278008|5.9627994150696|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2008|6|PercentLive_pct|Live Oyster Shells||Natural|12|30.76923077|86.44067797|73.41920375|71.4879839408333|15.052238587139|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2008|11|PercentLive_pct|Live Oyster Shells||Natural|6|74.02597403|85.98130841|79.33877126|79.6141122633333|5.3658116644899|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2009|5|PercentLive_pct|Live Oyster Shells||Natural|18|11.21495327|73.28767123|59.76107226|50.973737735|19.9597882557282|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2009|9|PercentLive_pct|Live Oyster Shells||Natural|6|66.31578947|81.88976378|78.010110295|75.6432455783333|5.94184807594496|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2009|10|PercentLive_pct|Live Oyster Shells||Natural|12|25|78.82352941|63.314176245|58.5927594016667|14.7981808754966|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2010|5|PercentLive_pct|Live Oyster Shells||Natural|18|48.64864865|90.5027933|76.393110435|73.4236212733334|12.4629677093432|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2010|10|PercentLive_pct|Live Oyster Shells||Natural|18|0|87.24489796|69.146341465|61.2678477561111|24.6743644580339|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2011|5|PercentLive_pct|Live Oyster Shells||Natural|16|33.33333333|89.04109589|81.06617647|76.764694505|13.7640475638998|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2011|11|PercentLive_pct|Live Oyster Shells||Natural|16|0|88.23529412|81.545682105|73.14224474125|21.9087459644836|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2013|5|PercentLive_pct|Live Oyster Shells||Natural|15|11.11111111|79.16666667|66.875|58.454555078|20.2348338561681|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2013|10|PercentLive_pct|Live Oyster Shells||Natural|18|1.58730159|90.83333333|54.04761905|55.8591763772222|27.2974546027391|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2014|5|PercentLive_pct|Live Oyster Shells||Natural|18|13.04347826|90.90909091|67.927932045|67.4741057|21.4489824624514|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2014|10|PercentLive_pct|Live Oyster Shells||Natural|18|40|96.96969697|76.88932456|71.5887190044445|15.5787138334436|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2015|5|PercentLive_pct|Live Oyster Shells||Natural|18|30.3030303|92.75362319|77.003205125|75.5003172766667|13.9911786702321|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2015|10|PercentLive_pct|Live Oyster Shells||Natural|18|30|96.2962963|79.66684294|77.4820380033333|14.6685782058306|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2016|5|PercentLive_pct|Live Oyster Shells||Natural|18|73.93939394|94.44444444|84.267676765|84.9826595083333|5.80780996120508|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2016|11|PercentLive_pct|Live Oyster Shells||Natural|18|8|88.23529412|76.32352941|66.81139837|25.4998421124678|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2017|12|PercentLive_pct|Live Oyster Shells||Natural|12|30.76923077|90.72580645|79.144150725|72.8598844641667|17.3441757596198|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2018|10|PercentLive_pct|Live Oyster Shells||Natural|8|0|62|17|21.125|20.7532269435726|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|2020|10|PercentLive_pct|Live Oyster Shells||Natural|15|15|90|79.06976744|69.605142436|23.5372210363806|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2021|5|PercentLive_pct|Live Oyster Shells||Natural|15|35.71428571|83.90804598|70.37037037|66.0617933973333|15.4621828710004|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2021|11|PercentLive_pct|Live Oyster Shells||Natural|15|20|90.90909091|71.42857143|63.6025517206667|22.5971965281871|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2022|6|PercentLive_pct|Live Oyster Shells||Natural|15|0|1|0.76041667|0.651331021333333|0.275538868740539|Sarasota County Comprehensive Oyster Monitoring Program|972
25|Lemon Bay Aquatic Preserve|2022|12|PercentLive_pct|Live Oyster Shells||Natural|10|0.03125|0.98076923|0.55|0.542459771|0.298933950084099|Sarasota County Comprehensive Oyster Monitoring Program|972
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2003|7|PercentLive_pct|Live Oyster Shells||Natural|3|58.1176|79.4189|79.2028|72.2464333333333|12.2364056537585|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2003|8|PercentLive_pct|Live Oyster Shells||Natural|5|26.7442|75.3191|70.1245|60.57898|19.7804968890319|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2003|9|PercentLive_pct|Live Oyster Shells||Natural|2|16.6667|77.567|47.11685|47.11685|43.0630151062951|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2003|10|PercentLive_pct|Live Oyster Shells||Natural|2|61.3971|87.6459|74.5215|74.5215|18.5607044780094|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|7|PercentLive_pct|Live Oyster Shells||Natural|72|41|100|78.5|76.9305555555556|12.0250049209546|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|8|PercentLive_pct|Live Oyster Shells||Natural|60|0|100|90.5|88.35|13.5243972891179|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|2008|9|PercentLive_pct|Live Oyster Shells||Natural|22|45|93|75|75.0454545454546|11.1930134362266|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|2015|5|PercentLive_pct|Live Oyster Shells||Natural|10|19|39|28.5|27.2|6.1427463998877|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2015|6|PercentLive_pct|Live Oyster Shells||Natural|50|10|62|40.5|39.5|11.6448289303161|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|5|PercentLive_pct|Live Oyster Shells||Natural|10|33|69|51|51.6|14.2610580875957|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|2016|6|PercentLive_pct|Live Oyster Shells||Natural|100|17|87|53|52.68|17.1038893326351|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|5|PercentLive_pct|Live Oyster Shells||Natural|3|26|36|33|31.6666666666667|5.13160143944688|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|6|PercentLive_pct|Live Oyster Shells||Natural|25|11|46|28|26.84|9.09981684797374|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|2016|7|PercentLive_pct|Live Oyster Shells||Natural|15|10|32|20|19.7333333333333|6.71317113342619|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|2019|3|PercentLive_pct|Live Oyster Shells||Natural|5|35.29411765|82.35294118|66.66666667|57.396078434|20.8627745845139|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2019|3|PercentLive_pct|Live Oyster Shells||Restored|5|42.85714286|100|60|65.116883118|22.4997142084621|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2020|4|PercentLive_pct|Live Oyster Shells||Natural|5|70.3125|90.09009009|85.71428571|83.894338524|8.07494329067231|SCCF Oyster Restoration Monitoring|4012
